token,overall_share,line_initial_share,line_medial_share,line_final_share,single_token_line_share
aiisod,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aikhdy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aikhekyplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aikhy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ail,0.00013470553370332453,0.0,0.0001817124582061346,0.0,0.0
aildy,8.082332022199472e-05,0.0,3.634249164122692e-05,0.0004550625711035267,0.0
aim,0.00013470553370332453,0.0,7.268498328245384e-05,0.0006825938566552901,0.0
aimplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aimplantkcheo,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ain,0.002343876286437847,0.0,0.002798371856374473,0.0020477815699658703,0.0012315270935960591
ainaly,2.6941106740664906e-05,0.0,0.0,0.0,0.0012315270935960591
ainam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ainarals,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aindar,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ainplant,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
ainplantchofochcphdy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ainplantotal,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ainy,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
aiodam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aiphey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aiphhey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aiphy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
air,0.001966700792068538,0.0,0.0025076319232446576,0.0006825938566552901,0.0012315270935960591
airal,5.388221348132981e-05,0.0,3.634249164122692e-05,0.00022753128555176336,0.0
airaldy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
airam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
airar,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
airchy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
airod,5.388221348132981e-05,0.0,3.634249164122692e-05,0.00022753128555176336,0.0
airody,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
airodyspraychedaly,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
airol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
airolm,2.6941106740664906e-05,0.0,0.0,0.0,0.0012315270935960591
airols,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
airorlchy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
airoy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
airplantcs,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
airy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ais,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aisam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aithchr,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aithy,0.00010776442696265962,0.0,0.00010902747492368077,0.00022753128555176336,0.0
aithyplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aiy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akaiiky,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akaiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akain,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akair,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akal,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akar,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
akarar,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akchedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akchy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
akey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aky,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
al,0.006708335578425562,0.00022753128555176336,0.007813635702863789,0.007508532423208191,0.0
alaiiin,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alaiin,0.00010776442696265962,0.0,0.00014536996656490768,0.0,0.0
alain,0.00010776442696265962,0.0,0.00010902747492368077,0.00022753128555176336,0.0
alair,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alairdy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alal,0.00013470553370332453,0.0,0.0001817124582061346,0.0,0.0
alaldy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alalor,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alam,0.00021552885392531925,0.0,3.634249164122692e-05,0.0015927189988623437,0.0
alamchy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alar,0.00016164664044398944,0.0,0.0001817124582061346,0.00022753128555176336,0.0
alcfhy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alchd,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alchdy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alchdyplantyteedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alched,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alchedar,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alchedy,0.00010776442696265962,0.0,0.00014536996656490768,0.0,0.0
alcheey,2.6941106740664906e-05,0.00022753128555176336,0.0,0.0,0.0
alcheky,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alches,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alchey,0.00010776442696265962,0.00022753128555176336,0.00010902747492368077,0.0,0.0
alchky,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alchl,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alchol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alchor,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alchy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alcrease,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ald,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
aldaiin,8.082332022199472e-05,0.0,0.00010902747492368077,0.0,0.0
aldalosam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aldam,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aldamplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aldar,8.082332022199472e-05,0.0,3.634249164122692e-05,0.0004550625711035267,0.0
aldplantshek,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aldy,0.0003232932808879789,0.0,0.00021805494984736154,0.0013651877133105802,0.0
aldydyplantqoky,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aldyplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aldyplantotalplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aleedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aleey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alekeey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alf,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alfigure,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
alfo,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alfshed,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alg,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
alkaiin,0.00013470553370332453,0.0,0.00014536996656490768,0.00022753128555176336,0.0
alkain,0.00016164664044398944,0.0,0.0001817124582061346,0.00022753128555176336,0.0
alkainplantokal,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkair,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkal,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alkam,0.00016164664044398944,0.0,0.0,0.0013651877133105802,0.0
alkan,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alkar,0.00010776442696265962,0.0,0.00014536996656490768,0.0,0.0
alkchdy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkeain,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkedy,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alkeear,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkeedy,0.00010776442696265962,0.0,7.268498328245384e-05,0.0004550625711035267,0.0
alkeeol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkeey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alkey,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alkol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alky,8.082332022199472e-05,0.0,0.0,0.0006825938566552901,0.0
allkeam,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ally,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alo,8.082332022199472e-05,0.0,0.00010902747492368077,0.0,0.0
aloal,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alod,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
alodam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alodar,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alody,0.00016164664044398944,0.0,0.0001817124582061346,0.00022753128555176336,0.0
aloees,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alog,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aloiiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aloiin,5.388221348132981e-05,0.0,3.634249164122692e-05,0.00022753128555176336,0.0
alol,0.00024246996066598417,0.0,0.0002543974414885885,0.0004550625711035267,0.0
alold,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aloldy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alolfchy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alolor,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alols,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alolshedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aloly,8.082332022199472e-05,0.0,0.0,0.0004550625711035267,0.0012315270935960591
alom,0.00013470553370332453,0.0,3.634249164122692e-05,0.0009101251422070534,0.0
alomfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alor,0.00018858774718465433,0.0,0.00021805494984736154,0.00022753128555176336,0.0
aloryfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alos,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alosheey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aloy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alpchdar,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alpchdy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alplantdamplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alplantshedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alplantshodaiinplantchol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alplantychedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
als,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
alshdr,2.6941106740664906e-05,0.00022753128555176336,0.0,0.0,0.0
alshdy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alshedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alshees,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alshey,0.00010776442696265962,0.00022753128555176336,0.00010902747492368077,0.0,0.0
alshy,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
alsplantoxockhey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alsplantsolplantyteey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
alsyplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alteol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aly,0.0007543509887386173,0.0,0.0005814798662596307,0.0027303754266211604,0.0
alyfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
alys,5.388221348132981e-05,0.0,3.634249164122692e-05,0.00022753128555176336,0.0
am,0.002209170752734522,0.0,0.0007995348161069923,0.013651877133105802,0.0
amam,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aman,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
amchd,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
amchy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
amd,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
amfigure,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
amg,5.388221348132981e-05,0.0,3.634249164122692e-05,0.00022753128555176336,0.0
amod,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
amom,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
amplant,8.082332022199472e-05,0.0,0.0,0.0006825938566552901,0.0
amplantokar,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
amy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
an,0.00016164664044398944,0.0,0.00010902747492368077,0.0006825938566552901,0.0
anplantdan,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aolfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aporair,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
apy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ar,0.009267740718788728,0.0009101251422070534,0.011484227358627707,0.005233219567690558,0.0012315270935960591
araiin,0.00024246996066598417,0.0,0.00029073993312981537,0.00022753128555176336,0.0
araiinfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arain,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
arair,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arairaly,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arakaiin,2.6941106740664906e-05,0.00022753128555176336,0.0,0.0,0.0
aral,0.00037717549436930867,0.0,0.0002543974414885885,0.0015927189988623437,0.0
aralary,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arald,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aralfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aralos,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aralplantotor,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arals,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
araly,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aram,0.00026941106740664906,0.0,0.00014536996656490768,0.0013651877133105802,0.0
aramfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aramplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arar,0.00018858774718465433,0.0,0.00014536996656490768,0.0006825938566552901,0.0
araral,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
araram,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ararchodaiin,2.6941106740664906e-05,0.0,0.0,0.0,0.0012315270935960591
araroy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arary,8.082332022199472e-05,0.0,0.00010902747492368077,0.0,0.0
araydy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
archeey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
archeor,2.6941106740664906e-05,0.00022753128555176336,0.0,0.0,0.0
archol,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arcreasel,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arcsy,2.6941106740664906e-05,0.00022753128555176336,0.0,0.0,0.0
are,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aree,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arg,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
ariin,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
arl,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
arlplantcthy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aro,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arod,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
arodaim,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arodchedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arodl,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
arodly,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arody,0.00029635217414731397,0.0,0.0001817124582061346,0.0013651877133105802,0.0
arodyplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arodyplantoldaiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aroiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aroka,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arol,0.00026941106740664906,0.0,0.0002543974414885885,0.0004550625711035267,0.0012315270935960591
arolfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arolkeey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arolky,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arolplantqokey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arolsas,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arom,2.6941106740664906e-05,0.0,0.0,0.0,0.0012315270935960591
aror,0.00016164664044398944,0.0,0.00010902747492368077,0.0006825938566552901,0.0
arorochees,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arorsheey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aros,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
aroshy,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aroteey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arotey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arplant,5.388221348132981e-05,0.0,0.0,0.0004550625711035267,0.0
arplantykeedl,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arsheg,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
arshey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
arxor,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ary,0.0006196454550352928,0.0,7.268498328245384e-05,0.00477815699658703,0.0
aryfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aryly,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aryplantokol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
as,0.00013470553370332453,0.0,0.0001817124582061346,0.0,0.0
asa,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
asaly,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
asih,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ataiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ataseos,2.6941106740664906e-05,0.00022753128555176336,0.0,0.0,0.0
ateey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
atey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
atolg,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
aty,8.082332022199472e-05,0.0,3.634249164122692e-05,0.0004550625711035267,0.0
axor,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
blot,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
blotoraiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
c,8.082332022199472e-05,0.0,7.268498328245384e-05,0.0,0.0012315270935960591
cckheor,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cckhhy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ccreasehol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
ceectheey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfarasrplant,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
cfhaiin,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
cfham,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfhar,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
cfhdorolfigure,2.6941106740664906e-05,0.0,0.0,0.00022753128555176336,0.0
cfhdy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfheey,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfhekchdyplantypchedy,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfheo,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfheodyplantopcheol,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfheol,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
cfheos,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
cfhey,5.388221348132981e-05,0.0,7.268498328245384e-05,0.0,0.0
cfhoaiin,2.6941106740664906e-05,0.0,3.634249164122692e-05,0.0,0.0
